SurveyTypeID,SurveyTypeDesc,,SurveyID,NumCyclesQ3,QID,TrendQID,NatlDbQID,QAlphaID,Qdesc,SurvInstrumentCategory,RptCategory
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20793,14083,14083,H9DB,"In the last 12 months, when you phoned this provider's office after regular office hours, how often did you get an answer to your medical question as soon as you needed?","Getting Timely Appointments, Care, and Information","Getting Timely Appointments, Care, and Information"
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20794,14084,14084,H5DD,"In the last 12 months, how often did you see this provider within 15 minutes of your appointment time?","Getting Timely Appointments, Care, and Information","Getting Timely Appointments, Care, and Information"
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20833,20833,14093,H9H,"In the last 12 months, how often were clerks and receptionists at this provider's office as helpful as you thought they should be?","Helpful, Courteous, and Respectful Office Staff","Helpful, Courteous, And Respectful Office Staff"
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20835,20835,14094,H9C,"In the last 12 months, how often did clerks and receptionists at this provider's office treat you with courtesy and respect?","Helpful, Courteous, and Respectful Office Staff","Helpful, Courteous, And Respectful Office Staff"
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20833,20833,14093,H9H,"In the last 12 months, how often were clerks and receptionists at this provider's office as helpful as you thought they should be?","Helpful, Courteous, and Respectful Office Staff","Helpful, Courteous, And Respectful Office Staff"
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20835,20835,14094,H9C,"In the last 12 months, how often did clerks and receptionists at this provider's office treat you with courtesy and respect?","Helpful, Courteous, and Respectful Office Staff","Helpful, Courteous, And Respectful Office Staff"
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20795,14085,5870,H3J,"In the last 12 months, how often did this provider explain things in a way that was easy to understand?",How Well Providers Communicate With Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20796,14086,5869,H3O,"In the last 12 months, how often did this provider listen carefully to you?",How Well Providers Communicate With Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20799,14089,14089,H3CS,"In the last 12 months, how often did this provider show respect for what you had to say?",How Well Providers Communicate With Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20798,14088,14088,H3D,"In the last 12 months, how often did this provider seem to know the important information about your medical history?",How Well Providers Communicate With Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20797,14087,14087,H3FF,"In the last 12 months, how often did this provider give you easy to understand information about these health questions or concerns?",How Well Providers Communicate With Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20800,14090,14090,H3AA,"In the last 12 months, how often did this provider spend enough time with you?",How Well Providers Communicate With Patients,How Well Providers Communicate With Patients
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20799,14089,14089,H3CS,"In the last 12 months, how often did this provider show respect for what you had to say?",How Well Providers Communicate With Patients,How Well Providers Communicate With Patients
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20800,14090,14090,H3AA,"In the last 12 months, how often did this provider spend enough time with you?",How Well Providers Communicate With Patients,How Well Providers Communicate With Patients
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20797,14087,14087,H3FF,"In the last 12 months, how often did this provider give you easy to understand information about these health questions or concerns?",How Well Providers Communicate With Patients,How Well Providers Communicate With Patients
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20798,14088,14088,H3D,"In the last 12 months, how often did this provider seem to know the important information about your medical history?",How Well Providers Communicate With Patients,How Well Providers Communicate With Patients
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20795,14085,5870,H3J,"In the last 12 months, how often did this provider explain things in a way that was easy to understand?",How Well Providers Communicate With Patients,How Well Providers Communicate With Patients
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20796,14086,5869,H3O,"In the last 12 months, how often did this provider listen carefully to you?",How Well Providers Communicate With Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20789,14092,5885,H30,"Using any number from 0 to 10, where 0 is the worst provider possible and 10 is the best provider possible, what number would you use to rate this provider?",Patients' Rating of the Provider,Patients' Rating of the Provider
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20789,14092,5885,H30,"Using any number from 0 to 10, where 0 is the worst provider possible and 10 is the best provider possible, what number would you use to rate this provider?",Patients' Rating of the Provider,Patients' Rating of the Provider
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20662,20662,20662,Y19D,"In the last 12 months, did anyone in this provider’s office ask you if there was a period of time when you felt sad, empty, or depressed?",Providers Pay Attention to Your Mental or Emotional Health (PCMH),PCMH - Comprehensiveness/Whole Person Care — Adult Behavioral
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20663,20663,20663,Y19W,"In the last 12 months, did you and anyone in this provider’s office talk about things in your life that worry you or cause you stress?",Providers Pay Attention to Your Mental or Emotional Health (PCMH),PCMH - Comprehensiveness/Whole Person Care — Adult Behavioral
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20664,20664,20664,Y19P,"In the last 12 months, did you and anyone in this provider’s office talk about a personal problem, family problem, alcohol use, drug use, or a mental or emotional illness?",Providers Pay Attention to Your Mental or Emotional Health (PCMH),PCMH - Comprehensiveness/Whole Person Care — Adult Behavioral
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20662,20662,20662,Y19D,"In the last 12 months, did anyone in this provider’s office ask you if there was a period of time when you felt sad, empty, or depressed?",Providers Pay Attention to Your Mental or Emotional Health (PCMH),Providers Pay Attention to Your Mental or Emotional Health (PCMH)
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20663,20663,20663,Y19W,"In the last 12 months, did you and anyone in this provider’s office talk about things in your life that worry you or cause you stress?",Providers Pay Attention to Your Mental or Emotional Health (PCMH),Providers Pay Attention to Your Mental or Emotional Health (PCMH)
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20664,20664,20664,Y19P,"In the last 12 months, did you and anyone in this provider’s office talk about a personal problem, family problem, alcohol use, drug use, or a mental or emotional illness?",Providers Pay Attention to Your Mental or Emotional Health (PCMH),Providers Pay Attention to Your Mental or Emotional Health (PCMH)
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20664,20664,20664,Y19P,"In the last 12 months, did you and anyone in this provider’s office talk about a personal problem, family problem, alcohol use, drug use, or a mental or emotional illness?",Providers Pay Attention to Your Mental or Emotional Health (PCMH),PCMH - Comprehensiveness/Whole Person Care — Adult Behavioral
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20662,20662,20662,Y19D,"In the last 12 months, did anyone in this provider’s office ask you if there was a period of time when you felt sad, empty, or depressed?",Providers Pay Attention to Your Mental or Emotional Health (PCMH),PCMH - Comprehensiveness/Whole Person Care — Adult Behavioral
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20663,20663,20663,Y19W,"In the last 12 months, did you and anyone in this provider’s office talk about things in your life that worry you or cause you stress?",Providers Pay Attention to Your Mental or Emotional Health (PCMH),PCMH - Comprehensiveness/Whole Person Care — Adult Behavioral
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20662,20662,20662,Y19D,"In the last 12 months, did anyone in this provider’s office ask you if there was a period of time when you felt sad, empty, or depressed?",Providers Pay Attention to Your Mental or Emotional Health (PCMH),Providers Pay Attention to Your Mental or Emotional Health (PCMH)
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20663,20663,20663,Y19W,"In the last 12 months, did you and anyone in this provider’s office talk about things in your life that worry you or cause you stress?",Providers Pay Attention to Your Mental or Emotional Health (PCMH),Providers Pay Attention to Your Mental or Emotional Health (PCMH)
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2172,16,20664,20664,20664,Y19P,"In the last 12 months, did you and anyone in this provider’s office talk about a personal problem, family problem, alcohol use, drug use, or a mental or emotional illness?",Providers Pay Attention to Your Mental or Emotional Health (PCMH),Providers Pay Attention to Your Mental or Emotional Health (PCMH)
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20659,20659,19433,Y3FH,"In the last 12 months, did anyone in this provider’s office ask you if there are things that make it hard for you to take care of your health?",Providers Support You in Taking Care of Your Own Health (PCMH),PCMH - Self Management Support
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20658,20658,19432,Y3FG,"In the last 12 months, did anyone in this provider’s office talk with you about specific goals for your health?",Providers Support You in Taking Care of Your Own Health (PCMH),PCMH - Self Management Support
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20659,20659,19433,Y3FH,"In the last 12 months, did anyone in this provider’s office ask you if there are things that make it hard for you to take care of your health?",Providers Support You in Taking Care of Your Own Health (PCMH),Providers Support You in Taking Care of Your Own Health (PCMH)
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2172,25,20658,20658,19432,Y3FG,"In the last 12 months, did anyone in this provider’s office talk with you about specific goals for your health?",Providers Support You in Taking Care of Your Own Health (PCMH),Providers Support You in Taking Care of Your Own Health (PCMH)
